number_of_features: 2
f1: sensor reading 1
f2: sensor reading 2
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	class
1.36	0.622	c3
1.348	0.618	c3
0.885	0.613	c2
1.315	0.608	c3
1.302	0.604	c3
1.287	0.598	c3
1.269	0.593	c3
1.252	0.588	c3
1.235	0.583	c3
1.219	0.579	c3
1.203	0.575	c3
1.187	0.57	c3
0.867	0.565	c2
1.154	0.561	c3
1.14	0.556	c3
1.123	0.552	c3
1.106	0.547	c3
1.09	0.543	c3
1.074	0.539	c3
1.06	0.535	c3
1.049	0.532	c3
1.037	0.528	c3
1.021	0.521	c3
1.006	0.518	c3
0.986	0.516	c3
0.967	0.513	c3
0.826	0.51	c2
0.93	0.508	c3
0.855	0.506	c2
0.898	0.503	c2
0.879	0.501	c2
0.863	0.499	c2
0.848	0.496	c2
0.834	0.494	c2
0.824	0.493	c2
0.821	0.49	c2
0.827	0.49	c2
0.828	0.49	c2
0.829	0.49	c2
0.829	0.49	c2
0.828	0.489	c2
0.828	0.489	c2
0.828	0.488	c2
0.831	0.487	c2
0.828	0.486	c2
0.832	0.485	c2
0.831	0.484	c2
0.834	0.483	c2
1.447	0.482	c1
1.101	0.481	c1
1.101	0.48	c1
1.1	0.479	c1
1.1	0.479	c1
1.096	0.48	c1
1.095	0.479	c1
1.098	0.48	c1
1.095	0.479	c1
1.092	0.48	c1
1.086	0.48	c1
1.077	0.48	c1
0.823	0.481	c2
1.473	0.481	c1
1.464	0.482	c1
1.455	0.483	c1
1.446	0.484	c1
1.438	0.484	c1
1.428	0.485	c1
1.421	0.486	c1
1.414	0.487	c1
1.41	0.488	c1
1.403	0.49	c1
1.395	0.491	c1
1.387	0.493	c1
1.379	0.494	c1
1.371	0.496	c3
1.366	0.497	c3
1.355	0.499	c3
1.279	0.502	c3
1.274	0.504	c3
1.33	0.508	c3
1.32	0.512	c3
1.31	0.517	c3
1.298	0.522	c3
1.286	0.528	c3
1.275	0.534	c3
1.264	0.54	c3
1.246	0.547	c3
1.228	0.554	c3
1.21	0.561	c3
1.191	0.568	c3
1.172	0.575	c3
1.156	0.582	c3
1.101	0.589	c3
1.082	0.596	c3
1.06	0.603	c3
1.04	0.61	c3
1.021	0.618	c3
1.002	0.625	c3
0.982	0.632	c3
0.963	0.64	c3
0.945	0.647	c3
0.926	0.651	c3
0.907	0.655	c3
0.889	0.669	c2
0.871	0.671	c2
0.853	0.676	c2
0.835	0.674	c2
0.821	0.675	c2
1.085	0.68	c3
1.469	0.68	c3
1.467	0.678	c3
1.471	0.676	c3
1.471	0.676	c3
1.47	0.677	c3
1.468	0.678	c3
1.463	0.68	c3
1.456	0.682	c3
1.065	0.685	c3
1.056	0.69	c3
1.049	0.695	c3
1.038	0.701	c3
1.029	0.707	c3
0.714	0.715	c2
0.695	0.723	c2
0.672	0.734	c2
0.653	0.742	c2
0.639	0.75	c2
0.625	0.757	c2
0.612	0.764	c2
0.601	0.767	c2
0.595	0.766	c2
0.595	0.765	c2
0.596	0.761	c2
0.597	0.76	c2
0.6	0.76	c2
0.6	0.759	c2
0.603	0.758	c2
1.056	0.757	c3
1.062	0.756	c3
1.062	0.755	c3
1.424	0.754	c3
1.422	0.754	c3
1.421	0.755	c3
1.597	0.757	c3
1.054	0.758	c3
1.595	0.76	c3
1.586	0.763	c3
1.066	0.767	c3
1.219	0.772	c3
1.205	0.779	c3
0.993	0.782	c3
0.976	0.782	c3
0.96	0.781	c3
0.941	0.781	c3
0.925	0.775	c3
0.909	0.776	c3
0.889	0.777	c2
0.872	0.779	c2
0.856	0.781	c2
0.839	0.784	c2
0.822	0.791	c2
0.806	0.901	c2
0.792	0.902	c2
0.779	0.901	c2
0.771	0.805	c2
0.769	0.8	c2
0.77	0.799	c2
0.77	0.798	c2
0.77	0.794	c2
0.77	0.793	c2
0.769	0.792	c2
0.769	0.791	c2
0.769	0.791	c2
0.769	0.79	c2
0.769	0.789	c2
0.768	0.789	c2
0.768	0.789	c2
0.768	0.788	c2
0.768	0.787	c2
0.768	0.405	c2
0.768	0.397	c2
0.77	0.393	c2
0.77	0.392	c2
0.776	0.39	c2
0.784	0.389	c2
0.773	0.384	c2
0.769	0.386	c2
0.768	0.411	c2
0.768	0.782	c2
0.77	0.43	c2
0.774	0.808	c2
0.784	0.379	c2
1.772	0.372	c1
1.768	0.369	c1
0.915	0.367	c1
0.917	0.747	c3
0.912	0.745	c3
0.912	0.745	c3
0.908	0.746	c3
0.908	0.746	c3
0.911	0.746	c3
0.912	0.745	c3
0.905	0.743	c3
0.899	0.74	c2
0.888	0.736	c2
0.879	0.732	c2
0.871	0.726	c2
0.856	0.393	c2
0.849	0.379	c2
1.673	0.382	c1
1.669	0.386	c1
2.672	0.392	c1
2.672	0.701	c3
2.075	0.404	c1
1.671	0.398	c1
2.075	0.402	c1
2.67	0.43	c1
2.666	0.428	c1
2.662	0.697	c3
2.655	0.695	c3
2.648	0.689	c3
2.64	0.685	c3
2.63	0.682	c3
2.62	0.678	c3
2.403	0.675	c3
2.389	0.481	c1
2.585	0.667	c3
2.569	0.663	c3
2.549	0.659	c3
2.325	0.555	c3
1.5	0.65	c3
1.479	0.536	c3
1.458	0.642	c3
1.44	0.638	c3
1.421	0.633	c3
1.412	0.628	c3
2.395	0.624	c3
1.367	0.619	c3
1.348	0.615	c3
1.326	0.61	c3
1.309	0.606	c3
1.286	0.601	c3
1.27	0.597	c3
1.264	0.592	c3
1.248	0.587	c3
1.214	0.582	c3
1.989	0.578	c3
1.97	0.571	c3
2.159	0.567	c3
1.933	0.565	c3
1.917	0.561	c3
1.895	0.557	c3
1.105	0.553	c3
1.088	0.549	c3
2.044	0.545	c3
2.024	0.541	c3
2.004	0.537	c3
1.984	0.533	c3
1.964	0.529	c3
1.943	0.525	c3
1.924	0.521	c3
1.904	0.517	c3
1.885	0.513	c3
0.575	0.51	c2
0.575	0.506	c2
1.828	0.502	c3
0.574	0.498	c2
1.79	0.494	c1
1.773	0.491	c1
0.803	0.488	c2
0.787	0.485	c2
0.776	0.482	c2
0.765	0.48	c2
0.763	0.478	c2
0.766	0.479	c2
0.766	0.478	c2
0.766	0.478	c2
0.766	0.477	c2
0.765	0.477	c2
0.765	0.473	c2
0.767	0.476	c2
0.767	0.475	c2
0.767	0.474	c2
0.779	0.473	c2
1.512	0.472	c1
1.505	0.471	c1
1.514	0.47	c1
1.726	0.468	c1
1.725	0.468	c1
1.724	0.469	c1
1.724	0.469	c1
1.724	0.469	c1
1.724	0.469	c1
1.724	0.469	c1
1.724	0.469	c1
1.723	0.469	c1
1.723	0.469	c1
1.723	0.468	c1
1.723	0.468	c1
1.723	0.469	c1
1.723	0.468	c1
1.722	0.468	c1
1.72	0.468	c1
0.569	0.468	c2
1.711	0.467	c1
1.704	0.466	c1
1.696	0.466	c1
0.57	0.465	c2
1.68	0.464	c1
1.672	0.463	c1
1.663	0.463	c1
1.655	0.462	c1
1.647	0.461	c1
1.639	0.461	c1
1.426	0.461	c1
1.415	0.462	c1
1.413	0.462	c1
1.603	0.463	c1
1.593	0.464	c1
1.38	0.465	c1
1.371	0.466	c1
1.363	0.467	c1
1.355	0.469	c1
1.347	0.471	c1
1.34	0.472	c1
1.332	0.474	c1
1.515	0.476	c1
1.505	0.478	c1
1.494	0.479	c1
1.484	0.481	c1
1.473	0.482	c1
1.464	0.484	c1
1.454	0.486	c1
1.444	0.488	c1
1.434	0.49	c1
1.424	0.492	c1
1.415	0.494	c1
1.406	0.497	c3
1.397	0.499	c3
1.387	0.502	c3
1.377	0.505	c3
1.366	0.508	c3
1.354	0.512	c3
1.34	0.517	c3
1.326	0.523	c3
1.311	0.528	c3
1.298	0.534	c3
1.279	0.541	c3
1.262	0.549	c3
1.245	0.556	c3
1.227	0.565	c3
1.209	0.571	c3
1.192	0.579	c3
1.174	0.587	c3
1.156	0.595	c3
1.141	0.603	c3
1.122	0.611	c3
1.103	0.619	c3
1.084	0.627	c3
1.065	0.636	c3
1.043	0.645	c3
1.024	0.651	c3
1.006	0.662	c3
0.988	0.67	c3
0.97	0.678	c3
0.952	0.687	c3
0.933	0.696	c3
0.915	0.705	c3
0.897	0.714	c2
0.878	0.722	c2
0.86	0.73	c2
0.843	0.738	c2
0.825	0.746	c2
0.809	0.753	c2
0.794	0.759	c2
0.785	0.762	c2
0.784	0.76	c2
0.787	0.759	c2
0.788	0.758	c2
0.789	0.758	c2
0.788	0.758	c2
0.788	0.758	c2
0.791	0.758	c2
0.791	0.757	c2
0.789	0.757	c2
0.785	0.759	c2
0.784	0.758	c2
0.783	0.766	c2
0.783	0.76	c2
0.782	0.759	c2
0.782	0.759	c2
0.781	0.755	c2
0.78	0.755	c2
0.779	0.754	c2
0.777	0.754	c2
0.776	0.754	c2
0.775	0.757	c2
0.774	0.757	c2
0.774	0.76	c2
0.773	0.764	c2
0.776	0.794	c2
0.778	0.803	c2
0.783	0.763	c2
0.826	0.795	c2
0.776	0.792	c2
0.775	0.769	c2
0.775	0.789	c2
0.778	0.805	c2
0.778	0.775	c2
0.784	0.768	c2
0.805	0.765	c2
1.529	0.762	c3
1.531	0.758	c3
0.791	0.756	c2
1.532	0.753	c3
1.53	0.752	c3
1.529	0.751	c3
1.528	0.751	c3
1.528	0.751	c3
1.527	0.75	c3
1.527	0.75	c3
1.525	0.75	c3
1.521	0.748	c3
1.514	0.745	c3
1.504	0.742	c3
1.493	0.738	c3
1.48	0.732	c3
1.465	0.726	c3
1.45	0.72	c3
1.433	0.714	c3
1.416	0.706	c3
1.397	0.7	c3
1.379	0.693	c3
1.361	0.686	c3
1.342	0.679	c3
1.323	0.673	c3
1.304	0.666	c3
1.285	0.658	c3
1.267	0.652	c3
1.248	0.645	c3
1.229	0.638	c3
1.209	0.631	c3
1.19	0.624	c3
1.17	0.617	c3
1.151	0.609	c3
1.132	0.602	c3
1.114	0.595	c3
1.096	0.587	c3
1.078	0.58	c3
1.06	0.573	c3
1.042	0.566	c3
1.024	0.559	c3
1.006	0.551	c3
0.987	0.544	c3
0.969	0.536	c3
0.715	0.529	c2
0.677	0.522	c2
0.651	0.514	c2
0.628	0.506	c2
0.606	0.498	c2
0.591	0.49	c2
0.585	0.484	c2
0.573	0.478	c2
0.835	0.479	c2
0.837	0.483	c2
0.839	0.482	c2
0.839	0.481	c2
0.839	0.479	c2
0.837	0.476	c2
0.831	0.475	c2
0.834	0.47	c2
0.834	0.47	c2
0.831	0.469	c2
0.831	0.468	c2
0.527	0.466	c2
0.832	0.464	c2
0.836	0.462	c2
0.839	0.46	c2
0.842	0.455	c2
0.843	0.456	c2
0.843	0.454	c2
0.841	0.453	c2
0.838	0.451	c2
0.838	0.449	c2
0.838	0.447	c2
0.834	0.445	c2
0.837	0.443	c2
0.845	0.441	c2
0.846	0.439	c2
0.845	0.437	c2
0.845	0.435	c2
0.846	0.433	c2
0.847	0.431	c2
0.836	0.428	c2
0.835	0.425	c2
0.834	0.423	c2
0.834	0.42	c2
0.842	0.417	c2
0.841	0.415	c2
0.841	0.414	c2
0.844	0.412	c2
0.843	0.411	c2
0.831	0.413	c2
0.827	0.414	c2
0.826	0.413	c2
0.825	0.408	c2
0.826	0.408	c2
0.828	0.408	c2
0.83	0.411	c2
0.829	0.423	c2
0.828	0.441	c2
0.83	0.467	c2
0.836	0.418	c2
0.84	0.419	c2
5	0.427	c1
0.828	0.484	c2
0.827	0.999	c2
0.83	0.431	c2
0.832	0.433	c2
0.835	0.434	c2
0.835	0.43	c2
0.835	0.43	c2
0.835	0.43	c2
0.839	0.428	c2
0.852	0.431	c2
0.856	0.432	c2
3.332	0.433	c1
3.333	0.437	c1
3.334	0.442	c1
3.334	0.453	c1
3.335	0.817	c3
3.334	0.818	c3
3.334	0.801	c3
3.333	0.818	c3
3.332	0.814	c3
3.329	0.817	c3
3.323	0.81	c3
3.314	0.803	c3
3.302	0.799	c3
3.288	0.79	c3
3.271	0.783	c3
3.256	0.78	c3
3.242	0.77	c3
3.224	0.762	c3
3.203	0.754	c3
3.188	0.591	c3
3.168	0.741	c3
3.149	0.632	c3
3.129	0.654	c3
3.11	0.715	c3
0.881	0.707	c2
3.071	0.699	c3
3.051	0.691	c3
3.031	0.683	c3
3.012	0.675	c3
2.994	0.668	c3
2.973	0.661	c3
2.957	0.654	c3
2.94	0.648	c3
0.811	0.641	c2
0.795	0.638	c2
0.778	0.648	c2
0.781	0.636	c2
2.859	0.629	c3
0.749	0.62	c2
2.835	0.612	c3
2.829	0.608	c3
2.828	0.607	c3
2.828	0.604	c3
2.827	0.607	c3
2.826	0.608	c3
2.825	0.607	c3
2.823	0.607	c3
2.821	0.606	c3
2.819	0.606	c3
2.817	0.606	c3
2.815	0.605	c3
2.813	0.605	c3
2.809	0.6	c3
2.801	0.599	c3
2.791	0.6	c3
2.78	0.597	c3
2.767	0.592	c3
2.752	0.589	c3
2.736	0.587	c3
2.719	0.58	c3
2.702	0.575	c3
2.684	0.565	c3
2.665	0.562	c3
2.647	0.558	c3
2.628	0.558	c3
2.609	0.575	c3
2.589	0.538	c3
2.569	0.529	c3
2.55	0.523	c3
2.53	0.512	c3
2.51	0.512	c3
2.491	0.503	c3
2.471	0.496	c3
2.451	0.486	c1
2.431	0.479	c1
2.411	0.47	c1
2.391	0.464	c1
2.372	0.458	c1
2.354	0.452	c1
2.337	0.448	c1
2.32	0.444	c1
2.304	0.441	c1
2.288	0.439	c1
2.274	0.44	c1
2.258	0.439	c1
2.248	0.445	c1
2.233	0.45	c1
2.222	0.449	c1
2.214	0.459	c1
2.205	0.466	c1
2.195	0.445	c1
2.184	0.441	c1
2.179	0.437	c1
2.181	0.436	c1
2.181	0.436	c1
2.179	0.436	c1
2.179	0.436	c1
2.181	0.436	c1
2.177	0.436	c1
2.174	0.436	c1
2.169	0.436	c1
2.163	0.436	c1
2.155	0.507	c3
2.147	0.444	c1
2.138	0.442	c1
2.129	0.487	c1
2.119	0.486	c1
2.107	0.495	c3
2.096	3.091	c4
2.085	3.097	c4
2.074	0.457	c1
2.062	0.458	c1
2.049	0.462	c1
2.035	0.473	c1
2.021	0.492	c1
2.008	0.481	c1
1.995	1.464	c4
1.981	1.455	c4
1.968	1.452	c4
1.956	1.447	c4
1.943	1.446	c4
1.931	1.444	c4
1.918	1.442	c4
1.905	1.441	c4
1.891	1.437	c4
1.877	1.435	c4
1.862	1.434	c4
1.848	1.433	c4
1.833	1.431	c4
1.818	1.43	c4
1.804	1.431	c4
1.79	1.43	c4
1.776	1.431	c4
1.762	1.44	c4
1.686	1.432	c4
1.677	1.424	c4
1.658	1.422	c4
1.646	1.421	c4
1.637	0.664	c3
1.524	0.665	c3
1.425	0.675	c3
1.418	0.686	c3
1.416	0.693	c3
1.403	0.696	c3
1.393	0.795	c3
1.413	0.805	c3
1.414	0.819	c3
1.41	0.83	c3
1.359	0.915	c4
1.345	0.982	c4
1.332	2.168	c4
1.318	0.88	c3
1.304	2.192	c4
1.29	2.204	c4
1.277	2.217	c4
1.263	2.229	c4
1.249	1.292	c4
1.236	1.297	c4
1.223	1.305	c4
1.21	1.312	c4
1.201	1.319	c4
1.19	2.29	c4
1.181	2.298	c4
1.17	2.304	c4
1.157	1.762	c4
1.144	1.772	c4
1.132	2.326	c4
1.12	2.333	c4
1.108	2.34	c4
1.096	2.347	c4
1.083	0.844	c3
1.071	0.848	c3
1.059	0.814	c3
1.046	0.82	c3
1.032	0.82	c3
1.017	0.859	c3
0.999	0.825	c3
0.982	0.828	c3
0.965	0.831	c3
0.947	0.829	c3
0.929	0.828	c3
0.91	0.83	c3
0.891	0.833	c2
0.872	0.835	c2
0.853	0.835	c2
0.834	0.837	c2
0.814	0.84	c2
0.796	0.843	c2
0.78	0.845	c2
0.775	0.844	c2
0.778	0.843	c2
0.78	0.842	c2
0.782	0.841	c2
0.783	0.841	c2
0.782	0.844	c2
0.782	0.844	c2
0.782	0.842	c2
0.783	0.845	c2
0.786	0.841	c2
0.783	0.84	c2
0.784	0.838	c2
0.787	0.834	c2
0.786	0.833	c2
0.786	0.831	c2
0.782	0.829	c2
0.781	0.828	c2
0.78	0.826	c2
0.78	0.825	c2
0.779	0.823	c2
0.779	0.822	c2
0.781	0.83	c2
0.781	0.905	c2
0.78	0.834	c2
0.778	0.825	c2
0.772	0.831	c2
0.77	0.821	c2
0.769	0.82	c2
0.768	0.854	c2
0.767	0.89	c2
0.766	0.884	c2
0.766	0.826	c2
0.769	0.822	c2
0.768	0.798	c2
0.78	0.794	c2
0.796	0.791	c2
0.767	0.787	c2
0.766	0.784	c2
0.766	0.78	c2
0.768	0.773	c2
0.771	0.77	c2
0.784	0.767	c2
0.843	0.763	c2
0.885	0.755	c2
0.887	0.752	c2
0.885	0.749	c2
1.333	0.748	c3
1.338	0.742	c3
1.339	0.735	c3
1.335	0.733	c3
1.333	0.732	c3
1.331	0.732	c3
1.329	0.732	c3
1.323	0.732	c3
1.315	0.731	c3
1.304	0.731	c3
1.295	0.724	c3
1.28	0.719	c3
1.264	0.715	c3
1.247	0.71	c3
1.23	0.709	c3
1.211	0.7	c3
1.048	0.694	c3
1.025	0.689	c3
1.005	0.684	c3
0.988	0.678	c3
0.971	0.673	c3
0.955	0.667	c3
0.938	0.662	c3
0.922	0.656	c3
0.905	0.65	c3
0.886	0.638	c2
0.954	0.627	c3
0.935	0.618	c3
0.915	0.612	c3
0.897	0.606	c2
0.88	0.601	c2
0.864	0.597	c2
0.849	0.593	c2
0.835	0.589	c2
0.824	0.585	c2
0.822	0.583	c2
0.825	0.578	c2
0.826	0.578	c2
0.826	0.582	c2
0.826	0.578	c2
0.826	0.578	c2
0.826	0.577	c2
0.826	0.576	c2
0.827	0.572	c2
0.827	0.572	c2
0.827	0.572	c2
0.827	0.571	c2
0.827	0.57	c2
0.828	0.569	c2
0.828	0.568	c2
0.828	0.566	c2
0.828	0.564	c2
0.828	0.564	c2
0.826	0.562	c2
0.826	0.561	c2
0.825	0.566	c2
0.825	0.565	c2
0.825	0.565	c2
0.825	0.565	c2
0.825	0.56	c2
0.826	0.559	c2
0.825	0.554	c2
0.826	0.553	c2
0.826	0.552	c2
0.826	0.55	c2
0.827	0.549	c2
0.827	0.547	c2
0.828	0.546	c2
0.827	0.545	c2
0.826	0.547	c2
0.825	0.55	c2
0.823	0.547	c2
0.822	0.545	c2
0.821	0.538	c2
0.82	0.532	c2
0.82	0.53	c2
0.82	0.529	c2
0.82	0.528	c2
0.823	0.527	c2
0.821	0.527	c2
0.824	0.526	c2
0.824	0.526	c2
0.823	0.525	c2
0.822	0.524	c2
0.818	0.527	c2
0.817	0.527	c2
0.816	0.542	c2
0.816	0.707	c2
0.814	0.524	c2
0.813	0.52	c2
0.813	0.523	c2
0.812	0.527	c2
0.812	0.572	c2
0.811	0.867	c2
0.813	0.842	c2
0.879	0.838	c2
0.816	0.548	c2
0.812	0.667	c2
0.811	0.665	c2
0.814	0.666	c2
0.817	0.546	c2
1.554	0.538	c3
0.837	0.805	c2
0.903	0.549	c3
1.58	0.799	c3
1.719	0.795	c3
1.721	0.793	c3
1.717	0.793	c3
1.717	0.796	c3
1.716	0.793	c3
1.715	0.796	c3
1.569	0.791	c3
1.566	0.792	c3
1.696	0.788	c3
1.685	0.78	c3
1.669	0.775	c3
0.902	0.616	c3
1.637	0.632	c3
1.62	0.753	c3
1.596	0.745	c3
1.569	0.737	c3
1.553	0.729	c3
1.552	0.721	c3
1.533	0.712	c3
0.835	0.704	c2
0.806	0.697	c2
0.791	0.688	c2
0.78	0.68	c2
0.858	0.672	c2
1.416	0.664	c3
1.407	0.657	c3
1.403	0.652	c3
1.401	0.65	c3
0.854	0.651	c2
0.857	0.651	c2
1.404	0.652	c3
0.854	0.65	c2
0.851	0.65	c2
0.855	0.649	c2
0.851	0.649	c2
0.847	0.649	c2
0.847	0.651	c2
0.853	0.651	c2
1.395	0.649	c3
1.394	0.656	c3
1.394	0.645	c3
1.392	0.643	c3
1.391	0.643	c3
1.389	0.643	c3
1.387	0.642	c3
1.382	0.641	c3
0.858	0.635	c2
1.364	0.631	c3
1.348	0.627	c3
1.334	0.622	c3
1.316	0.617	c3
0.907	0.612	c3
1.291	0.607	c3
1.275	0.603	c3
1.262	0.599	c3
1.242	0.594	c3
1.226	0.59	c3
1.209	0.585	c3
1.191	0.58	c3
1.171	0.576	c3
1.153	0.572	c3
1.136	0.567	c3
1.118	0.562	c3
1.1	0.557	c3
1.084	0.552	c3
1.066	0.547	c3
1.047	0.542	c3
0.842	0.537	c2
0.815	0.531	c2
0.992	0.526	c3
0.977	0.521	c3
0.958	0.516	c3
0.746	0.512	c2
0.729	0.508	c2
0.91	0.504	c3
0.895	0.5	c2
0.888	0.497	c2
0.868	0.493	c2
0.858	0.489	c2
0.852	0.487	c2
0.853	0.487	c2
0.854	0.487	c2
0.854	0.487	c2
0.854	0.486	c2
0.853	0.486	c2
0.853	0.485	c2
0.852	0.484	c2
0.852	0.483	c2
0.851	0.482	c2
0.847	0.481	c2
0.846	0.48	c2
0.846	0.479	c2
0.849	0.476	c2
0.848	0.474	c2
0.848	0.473	c2
0.848	0.473	c2
0.851	0.472	c2
0.851	0.471	c2
0.851	0.471	c2
1.482	0.469	c1
1.482	0.468	c1
1.132	0.466	c1
1.54	0.465	c1
1.132	0.464	c1
1.117	0.463	c1
1.12	0.464	c1
1.132	0.464	c1
1.125	0.464	c1
1.12	0.465	c1
1.114	0.465	c1
1.109	0.466	c1
1.103	0.466	c1
1.104	0.468	c1
1.504	0.469	c1
1.496	0.47	c1
1.485	0.472	c1
1.476	0.473	c1
1.468	0.475	c1
1.46	0.476	c1
1.451	0.478	c1
1.443	0.479	c1
1.435	0.481	c1
1.427	0.483	c1
1.419	0.485	c1
1.412	0.487	c1
1.404	0.489	c1
1.399	0.492	c1
1.391	0.495	c3
1.321	0.497	c3
1.306	0.499	c3
1.298	0.502	c3
1.289	0.505	c3
1.279	0.509	c3
1.271	0.513	c3
1.329	0.517	c3
1.318	0.522	c3
1.307	0.526	c3
1.294	0.531	c3
1.282	0.538	c3
1.268	0.545	c3
1.25	0.552	c3
1.232	0.56	c3
1.214	0.567	c3
1.198	0.574	c3
1.178	0.581	c3
1.127	0.587	c3
1.105	0.594	c3
1.082	0.6	c3
1.062	0.607	c3
1.043	0.615	c3
1.024	0.623	c3
1.004	0.631	c3
0.985	0.639	c3
0.966	0.647	c3
0.947	0.655	c3
0.929	0.662	c3
0.914	0.669	c3
0.897	0.676	c2
0.885	0.684	c2
1.124	0.681	c3
1.116	0.683	c3
1.497	0.686	c3
1.479	0.689	c3
1.462	0.694	c3
1.446	0.7	c3
1.431	0.705	c3
1.058	0.711	c3
1.047	0.716	c3
1.039	0.721	c3
1.031	0.727	c3
1.023	0.733	c3
0.684	0.74	c2
0.663	0.75	c2
0.648	0.757	c2
0.632	0.765	c2
0.617	0.772	c2
0.604	0.776	c2
0.592	0.779	c2
0.591	0.775	c2
1.04	0.774	c3
1.041	0.772	c3
1.042	0.772	c3
1.041	0.772	c3
1.039	0.773	c3
1.037	0.774	c3
1.036	0.774	c3
1.034	0.775	c3
1.033	0.776	c3
1.032	0.776	c3
1.03	0.777	c3
1.029	0.777	c3
1.027	0.778	c3
1.026	0.778	c3
1.025	0.778	c3
1.02	0.779	c3
1.02	0.78	c3
1.015	0.779	c3
1.007	0.778	c3
0.997	0.78	c3
0.983	0.779	c3
0.974	0.782	c3
0.96	0.808	c3
0.945	0.782	c3
0.93	0.785	c3
0.914	0.782	c3
0.895	0.782	c2
0.875	0.779	c2
0.859	0.78	c2
0.842	0.782	c2
0.823	0.784	c2
0.808	0.786	c2
0.795	0.787	c2
0.789	0.787	c2
0.79	0.789	c2
0.791	0.791	c2
0.792	0.794	c2
0.792	0.892	c2
0.792	0.888	c2
0.792	0.891	c2
0.792	0.887	c2
0.792	0.887	c2
0.792	0.887	c2
0.792	0.886	c2
0.791	0.885	c2
0.79	0.791	c2
0.79	0.789	c2
0.789	0.784	c2
0.788	0.779	c2
0.787	0.773	c2
0.786	0.771	c2
0.785	0.77	c2
0.787	0.768	c2
0.79	0.398	c2
0.8	0.389	c2
0.785	0.387	c2
0.785	0.384	c2
0.784	0.383	c2
0.787	0.777	c2
0.786	0.765	c2
0.793	0.863	c2
0.81	0.78	c2
0.82	0.371	c2
1.799	0.368	c1
0.949	0.366	c1
0.944	0.364	c1
0.94	0.761	c3
0.939	0.76	c3
0.942	0.767	c3
0.939	0.76	c3
0.942	0.76	c3
0.937	0.76	c3
0.933	0.77	c3
0.926	0.865	c3
0.914	0.75	c3
0.911	0.746	c3
1.742	0.742	c3
1.726	0.384	c1
1.708	0.386	c1
1.693	0.389	c1
2.678	0.396	c1
2.089	0.438	c1
2.642	0.444	c1
2.625	0.698	c3
2.609	0.693	c3
2.593	0.688	c3
2.579	0.683	c3
2.564	0.678	c3
2.551	0.471	c1
2.537	0.48	c1
2.524	0.662	c3
2.51	0.658	c3
0.723	0.577	c2
2.481	0.649	c3
2.467	0.559	c3
2.451	0.64	c3
1.984	0.626	c3
1.413	0.631	c3
1.967	0.607	c3
1.965	0.623	c3
0.69	0.619	c2
2.356	0.615	c3
1.329	0.61	c3
1.309	0.606	c3
1.292	0.601	c3
1.275	0.597	c3
1.266	0.592	c3
1.247	0.588	c3
1.228	0.583	c3
1.231	0.582	c3
2.2	0.575	c3
2.182	0.568	c3
2.163	0.565	c3
1.156	0.562	c3
2.125	0.559	c3
2.105	0.555	c3
2.086	0.551	c3
2.067	0.547	c3
2.047	0.544	c3
2.027	0.54	c3
2.007	0.536	c3
1.988	0.533	c3
1.968	0.529	c3
1.949	0.526	c3
1.93	0.522	c3
1.91	0.519	c3
1.891	0.516	c3
0.914	0.512	c3
0.884	0.509	c2
0.867	0.506	c2
0.848	0.503	c2
0.831	0.499	c2
0.816	0.496	c2
0.802	0.493	c2
0.789	0.49	c2
0.783	0.488	c2
0.784	0.487	c2
0.802	0.487	c2
0.802	0.486	c2
1.528	0.486	c1
1.525	0.485	c1
1.525	0.485	c1
1.528	0.485	c1
1.525	0.485	c1
1.524	0.485	c1
1.527	0.485	c1
1.526	0.485	c1
1.523	0.485	c1
1.522	0.485	c1
1.525	0.485	c1
1.522	0.485	c1
1.522	0.484	c1
1.521	0.485	c1
1.521	0.484	c1
1.524	0.484	c1
1.527	0.484	c1
1.523	0.484	c1
1.523	0.484	c1
1.525	0.484	c1
1.522	0.484	c1
1.525	0.484	c1
1.527	0.483	c1
1.527	0.483	c1
1.523	0.483	c1
1.735	0.483	c1
1.735	0.483	c1
1.525	0.483	c1
1.734	0.483	c1
1.733	0.483	c1
1.525	0.483	c1
1.733	0.483	c1
1.732	0.483	c1
1.732	0.483	c1
1.731	0.483	c1
1.731	0.483	c1
1.731	0.482	c1
1.731	0.482	c1
1.731	0.482	c1
1.731	0.482	c1
1.729	0.483	c1
1.726	0.482	c1
1.722	0.482	c1
1.716	0.481	c1
1.707	0.48	c1
0.583	0.479	c2
0.584	0.478	c2
1.678	0.477	c1
1.668	0.477	c1
1.658	0.476	c1
1.65	0.475	c1
1.644	0.475	c1
1.637	0.475	c1
1.431	0.475	c1
1.425	0.475	c1
1.617	0.475	c1
1.417	0.476	c1
1.403	0.476	c1
1.392	0.478	c1
1.384	0.478	c1
1.376	0.479	c1
1.371	0.481	c1
1.363	0.483	c1
1.355	0.484	c1
1.532	0.486	c1
1.522	0.488	c1
1.511	0.49	c1
1.501	0.492	c1
1.491	0.494	c1
1.481	0.495	c3
1.471	0.498	c3
1.461	0.5	c3
1.45	0.502	c3
1.44	0.505	c3
1.427	0.509	c3
1.414	0.513	c3
1.398	0.517	c3
1.383	0.522	c3
