number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
2.665	0.691	2.713	0.931	c3
2.652	0.687	2.715	0.941	c3
2.638	0.683	2.146	0.948	c3
2.626	0.68	2.145	0.958	c3
2.616	0.676	2.14	0.967	c3
2.603	0.672	2.731	0.981	c3
2.591	0.478	2.736	0.918	c1
2.575	0.664	2.091	0.932	c3
2.555	0.659	2.745	0.947	c3
2.541	0.655	2.107	0.959	c3
2.52	0.552	2.755	0.975	c3
1.493	0.647	2.067	0.99	c3
1.476	0.533	2.767	1.007	c3
1.455	0.571	2.083	1.023	c3
1.433	0.634	2.053	1.041	c3
2.427	0.63	2.043	1.058	c3
1.403	0.626	2.036	1.08	c3
1.96	0.621	2.791	1.098	c3
1.364	0.617	2.045	1.115	c3
1.345	0.613	2.8	0.597	c3
1.324	0.609	2.802	0.608	c3
1.306	0.604	2.803	0.619	c3
1.287	0.6	2.814	0.631	c3
1.272	0.595	2.816	0.646	c3
1.253	0.59	2.124	0.664	c3
1.235	0.586	2.822	0.682	c3
1.216	0.581	2.835	0.693	c3
1.197	0.576	2.836	0.708	c3
1.182	0.572	2.837	0.722	c3
1.161	0.564	2.835	0.736	c3
1.144	0.561	2.823	0.751	c3
1.126	0.558	2.189	0.765	c3
1.108	0.553	2.157	0.779	c3
1.09	0.549	2.14	0.794	c3
1.075	0.545	2.778	0.808	c3
1.054	0.54	2.767	0.823	c3
1.04	0.536	2.752	0.837	c3
0.592	0.531	2.744	0.851	c2
0.587	0.527	1.893	0.865	c2
0.579	0.522	1.888	0.88	c2
0.577	0.517	1.887	0.894	c2
0.573	0.512	1.886	0.908	c2
0.569	0.508	1.888	0.922	c2
1.898	0.503	1.93	0.929	c3
1.897	0.501	1.893	0.928	c3
1.9	0.501	1.89	0.925	c3
1.9	0.501	1.891	0.925	c3
1.898	0.501	1.893	0.926	c3
1.895	0.5	1.892	0.93	c3
1.889	0.499	1.927	0.935	c3
1.879	0.498	1.926	0.942	c3
1.868	0.495	1.928	0.95	c3
1.855	0.493	2.659	0.961	c1
1.84	0.49	1.891	0.972	c1
1.825	0.487	1.88	0.984	c1
1.809	0.484	1.879	0.997	c1
1.793	0.481	1.875	1.009	c1
0.818	0.478	1.874	1.021	c2
0.803	0.475	1.877	1.032	c2
0.788	0.472	1.876	1.042	c2
0.778	0.47	1.792	1.052	c2
0.768	0.468	1.784	1.088	c2
0.755	0.465	1.767	1.745	c2
0.747	0.463	1.758	1.097	c2
0.746	0.459	1.754	1.083	c2
0.747	0.461	1.757	1.088	c2
0.749	0.461	1.759	1.08	c2
0.749	0.461	1.761	1.076	c2
0.749	0.46	1.762	1.072	c2
0.752	0.46	1.762	1.072	c2
0.765	0.46	1.766	1.071	c2
0.756	0.459	1.764	1.07	c2
1.494	0.459	1.766	1.069	c1
1.491	0.458	1.771	1.068	c1
1.488	0.457	1.773	1.067	c1
1.491	0.456	1.778	1.065	c1
1.493	0.456	1.781	1.066	c1
1.489	0.456	1.78	1.067	c1
1.492	0.456	1.779	1.064	c1
1.71	0.456	1.776	1.064	c1
1.495	0.456	1.78	1.067	c1
1.492	0.456	1.776	1.067	c1
1.492	0.456	1.78	1.067	c1
1.492	0.456	1.779	1.064	c1
1.492	0.456	1.779	1.067	c1
1.495	0.456	1.779	1.067	c1
1.709	0.456	1.779	1.064	c1
1.709	0.456	1.779	1.065	c1
1.494	0.456	1.782	1.064	c1
1.708	0.456	1.96	1.068	c1
1.707	0.456	1.981	1.065	c1
1.707	0.456	1.782	1.065	c1
1.707	0.456	2.009	1.065	c1
1.707	0.456	2.011	1.066	c1
1.705	0.456	1.98	1.067	c1
1.702	0.455	1.778	1.069	c1
1.697	0.454	1.774	1.073	c1
1.69	0.453	1.766	1.078	c1
1.683	0.452	1.76	1.084	c1
1.674	0.452	1.753	1.091	c1
1.665	0.451	1.745	1.099	c1
1.655	0.451	1.736	1.108	c1
1.645	0.45	1.754	1.116	c1
1.636	0.449	1.952	1.124	c1
1.626	0.449	1.92	1.133	c1
1.616	0.449	1.897	1.142	c1
1.606	0.45	1.884	1.151	c1
1.596	0.45	1.879	1.16	c1
1.586	0.451	1.69	1.17	c1
1.575	0.452	1.677	1.18	c1
1.565	0.452	1.664	1.192	c1
1.556	0.453	1.659	1.201	c1
1.547	0.454	1.654	1.21	c1
1.537	0.454	1.849	1.219	c1
1.329	0.455	1.847	1.23	c1
1.317	0.457	1.844	1.239	c1
1.312	0.458	1.842	1.248	c1
1.304	0.459	1.836	1.258	c1
1.296	0.461	1.834	1.267	c1
1.29	0.462	1.831	1.277	c1
1.282	0.464	1.828	1.287	c1
1.273	0.466	1.825	1.297	c1
1.447	0.468	1.823	1.307	c1
1.435	0.47	1.82	1.318	c1
1.424	0.472	1.813	1.329	c1
1.413	0.474	1.81	1.339	c1
1.406	0.476	1.81	1.348	c1
1.397	0.478	1.805	1.357	c1
1.387	0.479	1.802	1.367	c1
1.375	0.481	1.8	0.846	c1
1.366	0.483	1.797	0.851	c1
1.356	0.485	1.794	0.859	c1
1.346	0.487	1.791	0.578	c1
1.336	0.489	1.789	0.874	c1
1.326	0.491	1.786	0.581	c1
1.316	0.494	1.782	0.893	c1
1.306	0.496	1.779	0.902	c3
1.296	0.499	1.776	0.911	c3
1.287	0.501	1.773	0.923	c3
1.278	0.504	1.77	0.932	c3
1.267	0.507	1.766	0.946	c3
1.255	0.511	1.762	0.958	c3
1.241	0.516	1.756	0.583	c3
1.226	0.521	1.751	0.584	c3
1.21	0.527	1.744	0.589	c3
1.194	0.533	1.738	0.594	c3
1.178	0.539	1.731	0.6	c3
1.161	0.546	1.723	0.613	c3
1.143	0.553	1.715	0.613	c3
1.125	0.561	1.707	0.623	c3
1.106	0.568	1.699	1.665	c3
1.087	0.576	1.69	1.683	c3
1.068	0.584	1.681	1.704	c3
1.049	0.595	1.672	1.184	c3
1.033	0.599	1.663	1.201	c3
1.014	0.61	1.654	0.675	c3
0.995	0.618	1.645	1.239	c3
0.976	0.627	1.636	0.685	c3
0.957	0.636	1.626	1.273	c3
0.936	0.646	1.616	0.743	c3
0.917	0.655	1.604	1.314	c3
0.899	0.664	1.593	1.334	c2
0.881	0.673	1.586	1.354	c2
0.863	0.683	1.573	1.374	c2
0.846	0.691	1.56	0.778	c2
0.829	0.7	1.553	0.777	c2
0.812	0.708	1.544	0.76	c2
0.797	0.717	1.532	1.445	c2
0.789	0.722	1.527	0.796	c2
0.785	0.726	1.527	0.796	c2
0.782	0.723	1.526	0.757	c2
0.783	0.722	1.528	0.755	c2
0.783	0.728	1.527	0.754	c2
0.783	0.725	1.527	0.754	c2
0.782	0.725	1.527	0.754	c2
0.781	0.724	1.527	0.75	c2
0.781	0.724	1.527	0.749	c2
0.78	0.723	1.528	0.746	c2
0.778	0.719	1.529	0.744	c2
0.777	0.719	1.531	0.741	c2
0.776	0.718	1.536	0.739	c2
0.776	0.717	1.538	0.736	c2
0.775	0.72	1.541	4.747	c2
0.775	0.719	1.543	0.727	c2
0.774	0.726	1.545	0.723	c2
0.777	0.733	1.55	0.717	c2
0.78	1.142	1.572	0.713	c2
0.791	0.725	1.557	0.707	c2
0.777	1.129	1.559	0.704	c2
0.776	0.728	1.562	0.702	c2
0.776	0.791	1.568	0.7	c2
0.775	0.853	1.581	0.699	c2
0.781	0.752	1.584	0.694	c2
0.781	0.817	2.893	0.692	c2
0.799	0.773	1.617	0.69	c2
1.555	0.767	1.616	0.688	c3
1.556	0.765	1.615	0.687	c3
1.557	0.747	1.599	0.686	c3
1.557	0.752	1.601	0.685	c3
0.791	0.755	1.599	0.686	c2
0.786	0.754	1.598	0.69	c2
0.787	0.752	1.585	0.697	c2
0.78	0.748	1.578	0.705	c2
1.53	0.743	1.577	0.712	c3
1.522	0.739	1.574	0.72	c3
1.515	0.735	1.579	0.727	c3
1.509	0.731	1.581	0.734	c3
1.502	0.731	1.571	0.741	c3
1.493	0.727	1.563	0.749	c3
1.483	0.723	1.556	0.759	c3
1.471	0.719	1.554	0.771	c3
1.457	0.714	1.538	0.785	c3
1.443	0.708	2.873	0.8	c3
1.426	0.711	2.879	0.816	c3
1.413	0.705	2.851	0.833	c3
1.396	0.699	2.185	0.85	c3
1.378	0.689	2.871	0.868	c3
1.36	0.683	2.881	0.886	c3
1.338	0.677	2.888	0.904	c3
1.32	0.668	1.415	0.923	c3
1.301	0.658	2.916	0.941	c3
1.285	0.656	2.924	0.961	c3
1.265	0.65	2.941	0.98	c3
1.245	0.648	1.309	1	c3
1.225	0.642	1.286	1.019	c3
1.206	0.633	1.273	1.038	c3
1.186	0.627	1.25	1.058	c3
1.167	0.618	3.051	1.077	c3
1.147	0.611	3.059	1.096	c3
1.128	0.605	3.073	1.116	c3
1.109	0.598	1.172	1.135	c3
1.087	0.592	3.092	1.153	c3
1.068	0.586	1.134	1.171	c3
1.05	0.58	1.112	1.19	c3
1.031	0.574	1.094	1.208	c3
1.013	0.567	1.076	1.226	c3
0.995	0.561	1.057	1.244	c3
0.733	0.555	1.039	1.262	c2
0.704	0.549	1.005	1.281	c2
0.682	0.542	1.001	1.3	c2
0.666	0.541	0.984	1.318	c2
0.656	0.534	0.966	1.336	c2
0.886	0.525	0.953	1.353	c2
0.87	0.519	0.935	1.368	c2
0.86	0.507	3.192	1.378	c2
0.859	0.504	3.193	1.379	c2
0.862	0.502	3.194	1.379	c2
0.864	0.502	2.586	1.377	c2
0.864	0.502	2.586	1.374	c2
0.863	0.502	3.194	1.374	c2
0.865	0.501	2.586	1.377	c2
0.865	0.5	3.188	1.377	c2
0.865	0.499	2.589	1.373	c2
0.866	0.498	3.186	1.372	c2
0.866	0.496	3.198	1.372	c2
0.867	0.495	3.2	1.371	c2
0.867	0.495	3.195	1.371	c2
0.867	0.495	3.189	1.371	c2
0.867	0.495	0.93	1.371	c2
0.867	0.494	0.932	1.37	c2
0.868	0.493	3.186	1.37	c2
0.868	0.492	2.589	1.37	c2
0.869	0.491	0.937	1.37	c2
0.869	0.49	0.936	1.37	c2
0.869	0.489	0.941	1.37	c2
0.866	0.488	2.58	1.373	c2
0.865	0.487	2.581	1.374	c2
0.586	0.485	2.582	1.374	c2
0.588	0.483	2.582	1.374	c2
0.87	0.481	2.584	1.383	c2
0.87	0.478	2.585	1.403	c2
0.87	0.476	2.587	1.377	c2
0.87	0.474	2.589	1.378	c2
0.87	0.472	2.591	1.379	c2
0.87	0.47	1.463	1.38	c2
0.87	0.469	2.597	1.389	c2
0.869	0.466	2.599	1.394	c2
0.865	0.463	1.44	0.8	c2
0.864	0.461	1.435	0.796	c2
0.866	0.459	1.43	0.795	c2
0.865	0.456	2.137	0.526	c2
0.864	0.454	1.432	0.514	c2
0.863	0.452	2.611	0.509	c2
0.863	0.451	1.47	0.5	c2
0.865	0.449	2.616	0.508	c2
0.862	0.448	1.454	0.531	c2
0.863	0.45	1.449	0.485	c2
0.853	0.451	1.44	0.481	c2
0.856	0.446	1.414	0.477	c2
0.854	0.445	1.414	0.47	c2
0.853	0.445	1.412	0.462	c2
0.852	0.444	1.434	0.483	c2
0.851	0.448	1.43	0.472	c2
0.851	0.474	1.417	0.449	c2
0.853	0.504	1.414	0.445	c2
0.855	0.538	1.409	0.439	c2
0.857	0.455	1.404	0.438	c2
0.951	0.452	1.404	0.436	c1
0.856	0.452	1.404	0.436	c2
0.901	0.452	1.404	0.435	c1
0.897	0.452	1.404	0.435	c2
0.866	0.456	1.404	0.435	c2
0.869	0.455	1.404	0.434	c2
0.876	0.455	1.404	0.433	c2
0.897	0.455	1.404	0.432	c2
0.896	0.475	1.404	0.431	c2
0.852	0.529	1.409	0.429	c2
0.852	0.529	1.408	0.429	c2
0.852	0.531	1.412	0.428	c2
0.852	0.53	1.418	0.427	c2
0.852	0.873	1.415	0.429	c2
0.855	0.479	1.412	0.426	c2
0.855	1.032	1.413	0.42	c2
0.858	0.468	1.405	0.419	c2
0.868	0.463	1.406	0.417	c2
0.879	0.467	1.404	0.415	c2
3.283	0.469	1.405	0.413	c1
3.281	0.478	1.408	0.412	c1
3.285	0.838	1.409	0.41	c3
3.287	0.833	1.409	0.409	c3
3.287	0.832	1.411	0.409	c3
3.286	0.835	1.41	0.41	c3
3.284	0.834	1.411	0.411	c3
3.28	0.83	1.412	0.415	c3
3.27	0.828	1.415	0.423	c3
3.26	0.511	1.419	0.432	c3
3.251	0.821	1.424	0.444	c3
3.241	0.813	1.429	0.457	c3
3.226	0.81	1.435	0.471	c3
3.207	0.801	1.442	0.486	c3
3.191	0.797	1.448	0.503	c3
3.171	0.788	1.456	0.52	c3
3.156	0.78	1.463	0.538	c3
3.14	0.773	1.47	0.556	c3
3.117	0.768	1.478	0.575	c3
1.001	0.761	1.486	0.595	c3
3.078	0.754	1.493	0.615	c3
3.061	0.746	1.501	0.634	c3
3.037	0.738	1.509	0.654	c3
3.017	0.731	1.517	0.675	c3
2.997	0.72	1.525	0.695	c3
0.908	0.716	1.533	0.715	c3
2.956	0.709	1.541	0.735	c3
0.873	0.701	1.549	0.755	c2
2.916	0.694	1.557	0.775	c3
2.897	0.701	1.565	0.794	c3
2.878	0.691	1.572	0.813	c3
2.86	0.687	1.579	0.831	c3
2.842	0.675	1.586	0.848	c3
2.826	0.667	1.592	0.864	c3
2.81	0.662	1.598	0.88	c3
2.794	0.658	1.605	0.896	c3
2.777	0.655	1.611	0.912	c3
2.761	0.653	1.617	0.928	c3
2.744	0.647	1.624	0.945	c3
2.727	0.653	1.63	0.962	c3
2.709	0.634	1.637	0.979	c3
2.692	0.628	1.644	0.997	c3
2.674	0.621	1.652	1.014	c3
2.657	0.615	1.659	1.033	c3
2.639	0.627	1.666	1.05	c3
2.621	0.603	1.673	1.068	c3
2.604	0.6	1.679	1.085	c3
2.586	0.59	1.686	1.103	c3
2.567	0.583	1.694	1.121	c3
2.549	0.577	1.701	1.139	c3
2.531	0.574	1.708	1.157	c3
2.512	0.564	1.715	1.176	c3
2.493	0.558	1.722	1.195	c3
2.474	0.551	1.729	1.213	c3
2.455	0.545	1.737	1.233	c3
2.437	0.542	1.744	1.251	c3
2.418	0.532	1.751	1.27	c3
2.399	0.534	1.758	1.288	c3
2.381	0.525	1.766	1.307	c3
2.362	0.513	1.773	1.325	c3
2.343	0.507	1.78	1.344	c3
2.324	0.501	1.787	1.362	c3
2.306	0.496	1.794	1.381	c3
1.946	0.491	1.802	1.4	c1
1.931	0.484	1.809	1.418	c1
2.249	0.484	1.816	1.436	c1
2.231	0.481	1.823	1.455	c1
2.213	0.48	1.83	1.473	c1
2.195	0.486	1.836	1.489	c1
2.18	0.485	1.842	1.505	c1
2.164	0.524	1.848	1.52	c3
1.907	0.556	1.853	1.535	c3
1.893	0.492	1.858	1.549	c1
2.12	0.512	1.863	1.562	c3
2.11	0.491	1.867	1.574	c1
1.892	0.482	1.872	1.586	c1
2.084	0.483	1.876	1.598	c1
1.836	0.49	1.88	1.609	c1
1.823	0.588	1.885	1.62	c3
1.814	0.488	1.889	1.632	c1
2.041	0.602	1.893	1.643	c3
2.027	0.628	1.898	1.654	c3
2.018	0.573	1.903	1.666	c3
2.003	0.607	1.908	1.678	c3
1.995	0.613	1.913	1.69	c3
1.98	0.546	1.918	1.703	c3
1.967	0.523	1.924	1.715	c3
1.954	0.522	1.929	1.728	c3
1.941	0.529	1.934	1.741	c3
1.926	1.455	1.938	1.754	c4
1.911	1.447	1.943	1.769	c4
1.894	1.439	1.947	1.785	c4
1.877	1.432	1.952	1.802	c4
1.858	1.429	1.956	1.82	c4
1.841	1.426	1.959	1.838	c4
1.822	1.424	1.962	1.856	c4
1.804	1.421	1.966	1.875	c4
1.786	1.418	1.97	1.892	c4
1.769	1.415	1.974	1.91	c4
1.752	1.415	1.977	1.927	c4
1.734	1.412	1.981	1.945	c4
1.717	1.41	1.984	1.963	c4
1.701	1.408	1.781	1.979	c4
1.686	1.406	1.766	1.995	c4
1.672	1.405	1.746	2.009	c4
1.659	1.41	1.726	2.021	c4
1.653	1.419	1.712	2.026	c4
1.651	1.414	1.688	2.027	c4
1.65	1.412	1.686	2.028	c4
1.649	1.412	1.68	2.029	c4
1.646	1.415	1.678	2.032	c4
1.636	1.411	1.676	2.033	c4
1.629	1.411	1.674	2.034	c4
1.629	1.411	1.672	2.036	c4
1.631	1.412	1.67	2.037	c4
1.627	1.412	1.668	2.038	c4
1.629	1.411	1.667	2.04	c4
1.626	1.412	1.688	2.041	c4
1.628	1.412	1.685	2.043	c4
1.624	1.412	1.683	2.045	c4
1.629	1.412	1.677	2.047	c4
1.604	1.413	1.675	2.049	c4
1.603	1.413	1.675	2.05	c4
1.557	1.413	1.674	2.051	c4
1.556	1.413	1.673	2.053	c4
1.556	1.413	1.672	2.054	c4
1.558	1.413	1.673	2.055	c4
1.558	1.414	1.797	2.056	c4
1.558	1.413	1.782	2.058	c4
1.557	1.414	1.668	2.06	c4
1.556	1.414	1.649	2.061	c4
1.555	1.418	1.647	2.063	c4
1.558	1.419	1.639	2.065	c4
1.554	1.42	1.634	2.066	c4
1.427	0.72	1.632	2.067	c3
1.426	0.718	1.63	2.072	c3
1.423	0.72	1.628	2.074	c3
1.422	0.724	1.626	2.076	c3
1.421	0.721	1.624	2.077	c3
1.417	0.725	1.621	2.078	c3
1.42	0.725	1.622	2.078	c3
1.419	0.723	1.62	2.08	c3
1.421	0.727	1.617	2.082	c3
1.417	0.725	1.618	2.084	c3
1.417	0.728	1.616	2.084	c3
1.543	1.443	1.615	2.085	c4
1.504	0.726	1.615	2.086	c3
1.415	0.727	1.615	2.087	c3
1.413	0.727	1.61	2.089	c3
1.537	0.729	1.607	2.095	c3
1.411	0.727	1.601	2.097	c3
1.417	0.728	1.602	2.098	c3
1.416	0.729	1.597	2.1	c3
1.412	0.73	1.594	2.108	c3
1.411	0.731	1.595	2.104	c3
1.416	0.731	1.594	2.108	c3
1.412	0.732	1.593	2.107	c3
1.411	0.729	1.592	2.11	c3
1.414	0.73	1.588	2.109	c3
1.406	0.731	1.585	2.111	c3
1.407	0.733	1.581	2.112	c3
1.403	0.737	1.574	2.129	c3
1.39	0.744	1.565	2.131	c3
1.38	0.75	1.554	2.136	c3
1.371	0.756	1.542	2.155	c3
1.36	0.769	1.529	2.15	c3
1.35	5	1.515	2.159	c4
1.34	2.669	1.501	2.189	c4
1.329	2.657	1.487	2.204	c4
1.321	2.647	1.472	2.185	c4
1.311	2.636	1.456	2.204	c4
1.299	1.327	1.44	2.208	c4
1.315	1.304	1.424	2.272	c4
1.304	1.291	1.408	2.284	c4
1.285	1.281	1.393	2.3	c4
1.274	1.274	1.381	2.314	c4
1.28	1.268	1.38	2.329	c4
1.239	1.258	1.365	2.343	c4
1.222	1.169	1.348	2.358	c4
1.211	1.171	1.328	2.374	c4
1.201	1.174	1.322	2.387	c4
1.191	1.177	1.295	2.401	c4
1.181	1.18	1.282	2.414	c4
1.172	1.18	1.271	2.433	c4
1.159	1.179	1.26	2.306	c4
1.15	0.94	1.25	2.319	c4
1.144	0.947	1.239	3.419	c4
1.135	0.958	1.23	2.482	c4
1.126	1.183	1.225	2.348	c4
1.121	1.184	1.216	2.342	c4
1.107	1.185	1.203	3.48	c4
1.096	1.186	1.193	2.557	c4
1.082	1.189	1.185	2.378	c4
1.072	1.198	1.178	2.373	c4
1.061	2.505	1.17	3.54	c4
1.054	1.007	1.163	2.577	c4
1.044	1.009	1.161	2.425	c4
1.033	1.01	1.155	2.422	c4
1.02	1.015	1.149	2.406	c4
1.005	1.023	1.139	2.412	c4
0.993	1.041	1.134	2.423	c4
0.981	1.029	1.13	2.264	c4
0.973	1.034	1.126	2.474	c4
0.957	1.033	1.124	2.452	c4
0.944	1.003	1.121	2.463	c4
0.931	1.001	1.118	2.472	c4
0.918	1.038	1.115	2.314	c4
0.904	1.039	1.114	2.324	c4
0.894	1.04	1.114	2.516	c2
0.881	1.043	1.119	2.323	c2
0.862	2.575	0.93	2.546	c2
0.847	2.58	1.121	2.557	c2
0.833	4.428	1.124	2.571	c2
0.819	3.743	0.882	2.584	c2
0.811	5	0.875	2.592	c2
0.811	1.032	0.877	2.595	c2
0.818	1.027	0.883	2.461	c2
0.821	1.027	0.887	2.59	c2
0.823	1.027	0.892	2.458	c2
0.823	1.027	0.892	2.468	c2
0.823	1.023	0.892	2.589	c2
0.824	1.026	1.136	2.588	c2
0.824	0.982	1.133	2.588	c2
0.824	0.978	1.137	2.379	c2
0.82	0.976	1.135	2.587	c2
0.82	0.972	1.136	2.586	c2
0.82	0.97	1.138	2.586	c2
0.82	0.965	1.139	2.414	c2
0.82	0.964	1.141	2.583	c2
0.821	0.965	1.144	2.586	c2
0.821	0.964	0.892	2.586	c2
0.822	0.962	0.892	2.586	c2
0.823	0.963	0.895	2.407	c2
0.823	0.961	1.152	2.407	c2
0.823	0.955	1.153	2.414	c2
0.822	0.95	1.154	2.604	c2
0.821	0.948	1.156	2.41	c2
0.821	0.946	1.158	2.424	c2
0.82	0.944	1.16	2.595	c2
0.82	0.945	1.166	2.599	c2
0.82	0.944	1.168	5	c2
0.823	0.949	1.171	2.634	c2
0.824	0.956	1.173	2.633	c2
0.823	0.958	1.174	2.652	c2
0.819	0.933	1.173	3.691	c2
0.819	0.931	1.175	3.689	c2
0.818	0.928	1.177	2.629	c2
0.817	0.927	1.18	3.688	c2
0.817	0.928	1.183	2.639	c2
0.82	1.016	1.19	3.69	c2
0.82	1.013	1.193	2.653	c2
0.819	1.011	1.195	2.66	c2
0.818	1.009	1.196	3.683	c2
0.813	0.923	1.195	3.682	c2
0.811	0.919	1.197	3.682	c2
0.811	0.992	1.211	3.749	c2
0.81	0.864	1.213	2.677	c2
0.81	0.847	1.228	4.429	c2
0.818	0.84	1.227	0.915	c2
1.224	0.837	1.234	4.421	c3
0.895	0.833	1.227	0.91	c2
0.809	0.83	1.229	0.952	c2
0.807	0.827	1.232	0.951	c2
0.81	0.98	1.232	0.948	c2
0.81	0.983	1.232	0.948	c2
0.811	0.84	1.233	0.905	c2
0.808	0.979	1.234	0.902	c2
0.811	0.978	1.238	0.897	c2
0.818	0.844	1.246	0.899	c2
0.817	0.842	1.641	0.892	c2
0.824	0.842	1.251	0.887	c2
0.886	0.813	1.663	0.886	c2
0.882	0.806	1.659	0.882	c2
0.882	0.8	1.274	0.881	c2
1.224	0.798	1.277	0.88	c3
1.224	0.796	1.28	0.88	c3
1.225	0.793	1.283	0.879	c3
1.226	0.791	1.274	0.882	c3
1.225	0.79	1.273	0.883	c3
1.224	0.79	1.272	0.882	c3
1.221	0.789	1.277	0.884	c3
1.215	0.787	1.275	0.89	c3
1.206	0.784	1.269	0.899	c3
1.196	0.78	1.604	0.913	c3
1.183	0.774	1.772	0.922	c3
1.169	0.768	1.765	0.937	c3
1.153	0.762	1.217	0.955	c3
1.136	0.755	1.197	0.972	c3
1.118	0.748	1.182	0.99	c3
1.1	0.741	1.734	1.008	c3
1.081	0.734	1.149	1.027	c3
1.063	0.727	1.126	1.045	c3
1.044	0.719	1.086	1.064	c3
1.025	0.712	1.064	1.083	c3
1.006	0.705	1.069	1.102	c3
0.986	0.697	1.05	1.121	c3
0.967	0.689	1.005	1.141	c3
0.947	0.681	1.01	1.16	c3
0.928	0.674	0.966	1.177	c3
0.868	0.666	0.972	1.199	c2
0.852	0.658	0.927	1.215	c2
0.835	0.65	0.905	1.238	c2
0.85	0.643	0.889	1.256	c2
0.808	0.635	0.871	1.274	c2
0.801	0.625	0.854	1.288	c2
0.801	0.621	0.862	1.303	c2
0.795	0.622	0.836	1.277	c2
0.798	0.624	0.863	1.311	c2
0.802	0.617	0.872	1.307	c2
0.804	0.618	0.874	1.305	c2
0.807	0.618	0.874	1.305	c2
0.803	0.617	0.877	1.306	c2
0.804	0.617	1.624	1.306	c2
0.804	0.612	1.559	1.306	c2
0.804	0.612	1.626	1.305	c2
0.804	0.611	1.626	1.305	c2
0.804	0.61	1.624	1.304	c2
0.804	0.609	1.63	1.304	c2
0.804	0.607	1.629	1.303	c2
0.804	0.605	1.63	1.303	c2
0.804	0.596	1.637	1.303	c2
0.804	0.594	1.646	1.303	c2
0.804	0.589	1.651	1.299	c2
0.804	0.584	1.653	1.299	c2
0.805	0.583	0.876	1.302	c2
0.806	0.581	1.659	1.302	c2
0.807	0.579	0.88	1.302	c2
0.808	0.581	1.644	1.303	c2
0.807	0.58	1.648	1.307	c2
0.807	0.58	1.648	1.307	c2
0.807	0.58	1.651	1.306	c2
0.807	0.58	1.651	1.313	c2
0.807	0.58	1.649	1.313	c2
0.807	0.579	1.65	5	c2
0.807	0.582	1.65	5	c2
0.808	0.581	1.651	5	c2
0.808	0.579	1.653	5	c2
0.808	0.574	1.654	5	c2
0.808	0.572	1.669	5	c2
0.808	0.571	1.671	1.182	c2
0.808	0.569	1.673	1.174	c2
0.807	0.567	1.675	1.176	c2
0.808	0.565	1.686	1.175	c2
0.808	0.563	1.684	1.174	c2
0.808	0.563	1.688	1.177	c2
0.808	0.563	1.689	1.177	c2
0.808	0.563	1.693	1.177	c2
0.808	0.562	1.696	1.177	c2
0.807	0.562	2.397	1.183	c2
0.807	0.564	2.07	0.66	c2
0.806	0.568	1.374	5	c2
0.805	0.566	1.366	5	c2
0.805	0.567	1.365	5	c2
0.804	0.557	1.705	5	c2
0.803	0.552	2.403	1.181	c2
0.803	0.55	2.405	1.173	c2
0.802	0.548	2.41	1.176	c2
0.802	0.543	2.412	1.172	c2
0.806	0.545	2.437	0.61	c2
0.806	0.543	2.582	0.603	c2
0.804	0.542	2.857	0.595	c2
0.8	0.592	2.867	0.593	c2
0.798	0.564	2.937	0.601	c2
0.796	0.543	2.859	0.597	c2
0.795	0.539	2.861	0.579	c2
0.794	0.538	2.863	0.575	c2
0.793	0.541	2.865	0.568	c2
0.793	0.61	2.868	0.608	c2
0.793	0.842	2.871	0.561	c2
0.795	0.825	1.336	0.55	c2
0.817	0.703	1.333	0.544	c2
0.833	0.572	1.33	0.54	c2
0.794	0.674	1.331	0.538	c2
0.794	0.569	1.341	0.537	c2
0.797	0.851	1.351	0.526	c2
0.8	0.556	1.34	0.528	c2
0.817	0.57	1.334	0.519	c2
0.825	0.569	1.332	0.514	c2
1.696	0.572	1.333	0.508	c3
1.699	0.574	1.335	0.504	c3
0.975	0.776	1.337	0.502	c3
0.968	0.776	1.339	0.502	c3
1.698	0.775	1.34	0.503	c3
1.7	0.774	1.34	0.504	c3
1.696	0.774	1.34	0.506	c3
1.694	0.771	1.34	0.507	c3
1.69	0.769	1.342	0.511	c3
1.683	0.766	1.345	0.518	c3
0.948	0.766	1.348	0.528	c3
0.948	0.762	1.353	0.539	c3
0.931	0.756	1.358	0.552	c3
0.913	0.752	1.363	0.567	c3
1.615	0.745	1.37	0.583	c3
1.598	0.735	1.376	0.599	c3
1.58	0.729	1.383	0.617	c3
1.561	0.726	1.389	0.635	c3
1.544	0.715	1.396	0.654	c3
0.881	0.708	1.403	0.673	c2
0.886	0.704	1.411	0.692	c2
1.484	0.697	1.417	0.711	c3
1.468	0.686	1.424	0.731	c3
1.444	0.682	1.431	0.75	c3
0.881	0.675	1.438	0.768	c2
0.86	0.665	1.444	0.785	c2
1.395	0.659	1.452	0.801	c3
0.867	0.653	1.458	0.817	c2
1.36	0.647	1.464	0.832	c3
1.344	0.641	1.469	0.846	c3
1.335	0.639	1.475	0.858	c3
1.331	0.64	1.477	0.86	c3
1.328	0.636	1.48	0.86	c3
1.327	0.658	1.48	0.862	c3
1.324	0.636	1.48	0.865	c3
1.321	0.635	1.482	0.867	c3
